file_name,label,,
file_1677.jpg,행복,,
file_1678.jpg,인사,,
file_1679.jpg,불쾌,,
file_1680.jpg,두통,,
file_1681.jpg,한심,,
file_1682.jpg,짜증,,
file_1683.jpg,대답,,
file_1684.jpg,짜증,,
file_1685.jpg,조용,,
file_1686.jpg,피곤,,
file_1687.jpg,부자,,
file_1688.jpg,까불,,
file_1689.jpg,화,,
file_1690.jpg,모욕,,
file_1691.jpg,후회,,
file_1692.jpg,조롱,,
file_1693.jpg,모욕,,
file_1694.jpg,커피,,
file_1695.jpg,짜증,,
file_1696.jpg,예의,,
file_1697.jpg,사랑,,
file_1698.jpg,도망,,
file_1699.png,눈치,,
file_1700.jpg,짜증,,
file_1701.jpg,행복,,
file_1702.jpg,걱정,,
file_1703.jpg,짜증,,
file_1704.jpg,짜증,,
file_1705.jpg,인사,,
file_1706.jpg,멍,,
file_1707.jpg,짜증,,
file_1708.png,격분,,
file_1709.jpg,짜증,,
file_1710.jpg,행복,,
file_1711.jpg,무시,,
file_1712.jpg,우울,,
file_1713.jpg,눈물,,
file_1714.jpg,미소,,
file_1715.jpg,시작,,
file_1716.jpg,냄새,,
file_1717.jpg,잘못,,
file_1718.jpg,의견,,
file_1719.jpg,탄식,,
file_1720.jpg,불만,,
file_1721.jpg,냄새,,
file_1722.jpg,노래,,
file_1723.jpg,당황,,
file_1724.jpg,대답,,
file_1725.jpg,사과,,
file_1726.jpg,짜증,,
file_1727.jpg,대답,,
file_1728.jpg,짜증,,
file_1729.jpg,퇴근,,
file_1730.jpg,멍,,
file_1731.jpg,인사,,
file_1732.jpg,위로,,
file_1733.jpg,인사,,
file_1734.jpg,짜증,,
file_1735.jpg,호감,,
file_1736.jpg,싸움,,
file_1737.jpg,긍정,,
file_1738.jpg,짜증,,
file_1739.jpg,폭력,,
file_1740.jpg,화,,
file_1741.jpg,혐오,,
file_1742.jpg,당황,,
file_1743.jpg,기쁨,,
file_1744.jpg,눈물,,
file_1745.jpg,잠,,
file_1746.jpg,포기,,
file_1747.jpg,격분,,
file_1748.jpg,거짓,,
file_1749.jpg,난리,,
file_1750.jpg,짜증,,
file_1751.jpg,치킨,,
file_1752.jpg,짜증,,
file_1753.jpg,비하,,
,,,
file_1755.jpg,퇴장,,
file_1756.jpg,퇴장,,
file_1757.jpg,재미,,
file_1758.jpg,퇴장,,
file_1759.jpg,짜증,,
file_1760.jpg,당황,,
file_1761.jpg,긍정,,
file_1762.jpg,당황,,
file_1763.jpg,멍,,
file_1764.webp,피곤,,
file_1765.jpg,얼굴,,
file_1766.jpg,모욕,,
file_1767.jpg,시간,,
김경식 말풍선만 있어서 제거,,,
file_1769.jpg,명령,,
file_1770.jpg,순진,,
file_1771.jpg,단호,,
file_1772.jpg,대답,,
file_1773.jpg,질문,,
file_1774.jpg,일,,
file_1775.jpg,화,,
file_1776.jpg,미소,,
file_1777.jpg,협박,,
file_1778.jpg,추방,,
,,,
file_1780.jpg,눈치,,
file_1781.jpg,약속,,
file_1782.jpg,명령,,
file_1783.jpg,대답,,
file_1784.jpg,질문,,
file_1785.jpg,행복,,
file_1786.jpg,인사,,
file_1787.jpg,고백,,
file_1788.jpg,당황,,
file_1789.jpg,대답,,
file_1790.jpg,대답,,
file_1791.jpg,거절,,
file_1792.jpg,혼자,,
,,,
file_1794.jpg,답답,,
file_1795.jpg,부담,,
file_1796.jpg,의심,,
file_1797.jpg,멍,,
file_1798.jpg,인사,,
file_1799.jpg,질문,,
file_1800.jpg,화,,
file_1801.jpg,얼굴,,
file_1802.jpg,얼굴,,
file_1803.jpg,격,,
file_1804.jpg,짜증,,
file_1805.webp,돼지,,
file_1806.jpg,인셍,,
,,,
file_1808.jpg,잠,,
file_1809.jpg,고백,,
file_1810.jpg,당황,,
file_1811.jpg,분노,,
file_1812.jpg,혼자,,
file_1813.jpg,당황,,
file_1814.jpg,질문,,
,,,
file_1816.jpg,호감,,
file_1817.jpg,거절,,
file_1818.png,화,,
file_1819.jpg,진심,,
,,,
,,,
file_1822.jpg,생각,,
file_1823.jpg,춤,,
file_1824.jpg,화,,
file_1825.jpg,춤,,
file_1826.jpg,최면,,
,,,
file_1828.jpg,사랑,,
file_1829.jpg,궁금,,
file_1830.jpg,그만,,
file_1831.jpg,우울,,
file_1832.jpg,충격,,
file_1833.png,귀엽,,
file_1834.jpg,사랑,,
file_1835.jpg,충격,,
file_1836.jpg,축하,,
file_1837.jpg,형,,
file_1838.jpg,인사,,
file_1839.jpg,도망,,
file_1840.jpg,도망,,
file_1841.jpg,짜증,,
file_1842.jpg,당황,,
file_1843.jpg,화,,
file_1844.jpg,아픔,,
file_1845.jpg,무관심,,
file_1846.jpg,대답,,
file_1847.jpg,대답,,
file_1848.jpg,떡볶이,,
file_1849.jpg,당황,,
file_1850.jpg,저지,,
file_1851.jpg,밥,,
file_1852.jpg,짜증,,
file_1853.jpg,화,,
file_1854.png,술,,
file_1855.jpg,긍정,,
file_1856.jpg,술,,
file_1857.jpg,술,,
file_1858.jpg,술,,
file_1859.jpg,심취,,
,,,
,,,
file_1862.jpg,행복,,
,,,
file_1864.jpg,열정,,
file_1865.jpg,불쌍,,
,,,
file_1867.jpg,열정,,
file_1868.jpg,춤,,
file_1869.jpg,최면,,
file_1870.jpg,춤,,
file_1871.jpg,춤,,
file_1872.jpg,중독,,
file_1873.jpg,최면,,
file_1874.jpg,춤,,
file_1875.png,행복,,
file_1876.jpg,행복,,
file_1877.jpg,춤,,
file_1878.jpg,열의,,
file_1879.jpg,춤,,
file_1880.jpg,감사,,
file_1881.jpg,싸움,,
file_1882.jpg,죽음,,
file_1883.jpg,피곤,,
file_1884.jpg,짜증,,
file_1885.jpg,화,,
file_1886.jpg,평온,,
file_1887.jpg,인정,,
file_1888.jpg,무관심,,
file_1889.jpg,짜증,,
file_1890.jpg,노래,,
file_1891.jpg,인사,,
file_1892.jpg,예의,,
file_1893.jpg,술,,
file_1894.jpg,당황,,
file_1895.png,답답,,
file_1896.jpg,술,,
file_1897.jpg,더럽,,
file_1898.jpg,강아지,,
file_1899.jpg,강아지,,
file_1900.jpg,무관심,,
file_1901.jpg,강아지,,
file_1902.jpg,배고픔,,
file_1903.jpg,열의,,
file_1904.jpg,강아지,멍' 글자만 있음,
file_1905.jpg,강아지,멍' 글자만 있음,
중복삭제,,,
file_1907.jpg,술,,
file_1908.jpg,강아지,,
file_1909.jpg,짜증,,
file_1910.jpg,술,,
file_1911.jpg,당황,,
file_1912.jpg,당황,,
file_1913.jpg,밥,,
file_1914.jpg,재미,,
file_1915.jpg,당황,,
file_1916.jpg,불쌍,,
file_1917.jpg,사랑,,
file_1918.jpg,사랑,,
file_1919.jpg,피곤,,
file_1920.jpg,감탄,,
file_1921.jpg,화,,
file_1922.jpg,잠,,
file_1923.jpg,당황,,
file_1924.jpg,사과,,
file_1925.jpg,사랑,,
file_1926.jpg,감탄,,
file_1927.jpg,애정,,
file_1928.jpg,당황,,
file_1929.jpg,대답,,
file_1930.png,농담,,
file_1931.jpg,짜증,,
file_1932.jpg,노래,,
file_1933.jpg,칭찬,,
file_1934.png,우울,,
file_1935.jpg,마무리,,
file_1936.jpg,단호,,
file_1937.jpg,충격,,
file_1938.jpg,화,,
,,,
file_1940.jpg,행복,,
file_1941.jpg,어른,,
file_1942.jpg,피곤,,
file_1943.jpg,충격,,
file_1944.png,재능,,
file_1945.jpg,열의,,
file_1946.jpg,질문,,
file_1947.jpg,당황,,
file_1948.jpg,짜증,,
file_1949.jpg,짜증,,
file_1950.jpg,사랑,,
file_1951.jpg,칭찬,,
file_1952.jpg,충격,,
file_1953.jpg,멋,,
file_1954.jpg,질문,,
file_1955.jpg,질문,,
file_1956.jpg,결혼,,
file_1957.jpg,행복,,
file_1958.jpg,미녀,,
file_1959.jpg,측은,,
file_1960.jpg,고요함,,
file_1961.jpg,귀엽,,
file_1962.jpg,예의,,
file_1963.jpg,협박,,
file_1964.jpg,미소,,
file_1965.jpg,눈물,,
file_1966.jpg,짜증,,
file_1967.jpg,걱정,,
,,,
file_1969.jpg,공격,,
file_1970.jpg,행복,,
file_1971.jpg,멍,,
file_1972.jpg,당황,,
file_1973.jpg,짜증,,
file_1974.jpg,화,,
file_1975.jpg,미녀,,
file_1976.jpg,엉덩이,,
file_1977.jpg,눈물,,
file_1978.jpg,사랑,,
file_1979.jpg,사랑,,
file_1980.jpg,사랑,,
file_1981.jpg,사랑,,
file_1982.jpg,벌,,
file_1983.jpg,약속,,
file_1984.jpg,실성,,
file_1985.jpg,당황,,
,,,
file_1987.jpg,청소년,,
file_1988.jpg,짜증,,
file_1989.jpg,당황,,
file_1990.jpg,화,,
file_1991.jpg,화,,
file_1992.jpg,멍,,
file_1993.jpg,멍,,
file_1994.jpg,욕심,,
file_1995.jpg,멍,,
file_1996.jpg,재미,,
file_1997.jpg,만족,,
file_1998.png,마무리,,
file_1999.jpg,행복,,
file_2000.jpg,인사,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
